Image_Name,Status,Timestamp
Anomaly_035uPG.jpg,Anomaly,11/06/2025 11:34:14
Anomaly_0B2jF6.jpg,Anomaly,11/06/2025 11:37:31
Anomaly_0eq1LG.jpg,Anomaly,11/06/2025 11:40:48
Anomaly_0Es6u8.jpg,Anomaly,11/06/2025 11:44:05
Anomaly_0GIW9G.jpg,Anomaly,11/06/2025 11:47:22
Anomaly_0i1o9S.jpg,Anomaly,11/06/2025 11:50:40
Anomaly_0Imwz7.jpg,Anomaly,11/06/2025 11:53:57
Anomaly_0mz2bh.jpg,Anomaly,11/06/2025 14:55:45
Anomaly_0pmFZt.jpg,Anomaly,11/06/2025 14:59:02
Anomaly_0q4JTy.jpg,Anomaly,11/06/2025 15:02:19
Anomaly_0rWN5l.jpg,Anomaly,11/06/2025 15:05:37
Anomaly_0TIGqQ.jpg,Anomaly,11/06/2025 15:08:54
Anomaly_1AhocD.jpg,Anomaly,11/06/2025 15:12:11
Anomaly_1FrZQK.jpg,Anomaly,12/06/2025 11:25:33
Anomaly_1fTx9l.jpg,Anomaly,12/06/2025 11:28:50
Anomaly_1M5Evu.jpg,Anomaly,12/06/2025 11:32:08
Anomaly_1OrcAv.jpg,Anomaly,12/06/2025 11:35:25
Anomaly_1patCX.jpg,Anomaly,12/06/2025 11:38:42
Anomaly_1SGpvN.jpg,Anomaly,12/06/2025 11:41:59
Anomaly_1sGuoI.jpg,Anomaly,12/06/2025 13:25:35
Anomaly_1wL0It.jpg,Anomaly,12/06/2025 13:28:53
Anomaly_1XS0vN.jpg,Anomaly,12/06/2025 13:32:10
Anomaly_2B7Pj7.jpg,Anomaly,12/06/2025 13:35:27
Anomaly_2FkAj6.jpg,Anomaly,12/06/2025 13:38:44
Anomaly_2hmcZp.jpg,Anomaly,12/06/2025 13:42:01
Anomaly_2Jmz1G.jpg,Anomaly,12/06/2025 20:25:24
Anomaly_2oc6PL.jpg,Anomaly,12/06/2025 20:28:41
Anomaly_2PdSiq.jpg,Anomaly,12/06/2025 20:31:58
Anomaly_2pSRwb.jpg,Anomaly,12/06/2025 20:35:15
Anomaly_2pu9fR.jpg,Anomaly,12/06/2025 20:38:32
Anomaly_2Qqsii.jpg,Anomaly,12/06/2025 20:41:50
Anomaly_2sg9Zp.jpg,Anomaly,13/06/2025 14:37:26
Anomaly_2wFSBn.jpg,Anomaly,13/06/2025 14:40:43
Anomaly_2zpDqq.jpg,Anomaly,13/06/2025 14:44:00
Anomaly_37WJmW.jpg,Anomaly,13/06/2025 14:47:17
Anomaly_3dtTUz.jpg,Anomaly,13/06/2025 14:50:35
Anomaly_3qMUas.jpg,Anomaly,13/06/2025 14:53:52
Anomaly_3r6gTD.jpg,Anomaly,13/06/2025 14:57:09
Anomaly_3U3CJT.jpg,Anomaly,13/06/2025 15:00:26
Anomaly_3wz8q7.jpg,Anomaly,13/06/2025 15:03:43
Anomaly_44zaJA.jpg,Anomaly,13/06/2025 20:22:38
Anomaly_4dUzl0.jpg,Anomaly,13/06/2025 20:25:55
Anomaly_4iPWRN.jpg,Anomaly,13/06/2025 20:29:12
Anomaly_4j7bAL.jpg,Anomaly,13/06/2025 20:32:29
Anomaly_4uZyih.jpg,Anomaly,13/06/2025 20:35:46
Anomaly_4VqmXZ.jpg,Anomaly,13/06/2025 20:39:04
