Image_Name,Cluster,Label_ssl,Confidence_Score
Anomaly_035uPG.jpg,0,Anomaly,0.8392521211287777
Anomaly_0B2jF6.jpg,0,Anomaly,0.8305666738373493
Anomaly_0eq1LG.jpg,0,Anomaly,0.8976167227487614
Anomaly_0Es6u8.jpg,0,Anomaly,0.9167634043338058
Anomaly_0GIW9G.jpg,0,Anomaly,0.870276080992743
Anomaly_0i1o9S.jpg,0,Anomaly,0.7964627949300971
Anomaly_0Imwz7.jpg,0,Anomaly,0.8647190356685749
Anomaly_0mz2bh.jpg,0,Anomaly,0.9517412381794599
Anomaly_0pmFZt.jpg,0,Anomaly,0.8465399217208525
Anomaly_0q4JTy.jpg,0,Anomaly,0.8719643405632272
Anomaly_0rWN5l.jpg,0,Anomaly,0.8700786398699084
Anomaly_0TIGqQ.jpg,0,Anomaly,0.8621625361175073
Anomaly_1AhocD.jpg,0,Anomaly,0.805497464483583
Anomaly_1FrZQK.jpg,0,Anomaly,0.8464605746063192
Anomaly_1fTx9l.jpg,0,Anomaly,0.8851927947854559
Anomaly_1M5Evu.jpg,0,Anomaly,0.8712425749927649
Anomaly_1OrcAv.jpg,0,Anomaly,0.8466322050971454
Anomaly_1patCX.jpg,0,Anomaly,0.8050154706099484
Anomaly_1SGpvN.jpg,0,Anomaly,0.7648590352255502
Anomaly_1sGuoI.jpg,0,Anomaly,0.8333258237151462
Anomaly_1wL0It.jpg,0,Anomaly,0.8248196873339335
Anomaly_1XS0vN.jpg,0,Anomaly,0.8966559557770695
Anomaly_2B7Pj7.jpg,0,Anomaly,0.8211652453585492
Anomaly_2FkAj6.jpg,0,Anomaly,0.8463589134146325
Anomaly_2hmcZp.jpg,0,Anomaly,0.8372949417515724
Anomaly_2Jmz1G.jpg,0,Anomaly,0.8576982084112754
Anomaly_2oc6PL.jpg,0,Anomaly,0.7924353101993047
Anomaly_2PdSiq.jpg,0,Anomaly,0.8778772148599037
Anomaly_2pSRwb.jpg,0,Anomaly,0.715398967093633
Anomaly_2pu9fR.jpg,0,Anomaly,0.6489641259718846
Anomaly_2Qqsii.jpg,0,Anomaly,0.8822701765680672
Anomaly_2sg9Zp.jpg,0,Anomaly,0.8059760700019605
Anomaly_2wFSBn.jpg,0,Anomaly,0.8883712123798093
Anomaly_2zpDqq.jpg,0,Anomaly,0.8205282467376822
Anomaly_37WJmW.jpg,0,Anomaly,0.8656613265852181
Anomaly_3dtTUz.jpg,0,Anomaly,0.8309661368140278
Anomaly_3qMUas.jpg,0,Anomaly,0.8422038763192095
Anomaly_3r6gTD.jpg,0,Anomaly,0.8176415474847814
Anomaly_3U3CJT.jpg,0,Anomaly,0.938452638873851
Anomaly_3wz8q7.jpg,0,Anomaly,0.8891245524371444
Anomaly_44zaJA.jpg,0,Anomaly,0.8242959410839296
Anomaly_4dUzl0.jpg,0,Anomaly,0.8466565578274244
Anomaly_4iPWRN.jpg,0,Anomaly,0.882877055971999
Anomaly_4j7bAL.jpg,0,Anomaly,0.8946018134435476
Anomaly_4uZyih.jpg,0,Anomaly,0.8420108825144708
Anomaly_4VqmXZ.jpg,0,Anomaly,0.9139219745262261
Anomaly_4w54pZ.jpg,0,Anomaly,0.8202662715665725
Anomaly_5ARg0w.jpg,0,Anomaly,0.8969926457714622
Anomaly_5AWN4c.jpg,0,Anomaly,0.8092496596364143
Anomaly_5f1W2p.jpg,0,Anomaly,0.8817501848013733
Anomaly_5KVNxt.jpg,0,Anomaly,0.890804062176682
Anomaly_5LHGh2.jpg,0,Anomaly,0.8590190392226318
Anomaly_5tCdG6.jpg,0,Anomaly,0.8987817215681113
Anomaly_5XdmEy.jpg,0,Anomaly,0.8547118761387384
Anomaly_5yGT6x.jpg,0,Anomaly,0.8986290827727419
Anomaly_61CLGX.jpg,0,Anomaly,0.9032218822395206
Anomaly_6AHU0o.jpg,0,Anomaly,0.8305947218786662
Anomaly_6f1tVV.jpg,0,Anomaly,0.8617683616853802
Anomaly_6FsxFq.jpg,0,Anomaly,0.8460433843429811
Anomaly_6j9LTs.jpg,0,Anomaly,0.8483233144287323
Anomaly_6n1pte.jpg,0,Anomaly,0.8834905095007265
Anomaly_6qoAeb.jpg,0,Anomaly,0.9238057625664713
Anomaly_6SGr75.jpg,0,Anomaly,0.5966405226356071
Anomaly_72VTD4.jpg,0,Anomaly,0.8186555071975423
Anomaly_749qOs.jpg,0,Anomaly,0.862827908042805
Anomaly_7fUIGD.jpg,0,Anomaly,0.8299694224465094
Anomaly_7IjFau.jpg,0,Anomaly,0.8969067807675816
Anomaly_7madJe.jpg,0,Anomaly,0.6526122234021237
Anomaly_87Y5wJ.jpg,0,Anomaly,0.9104898187040544
Anomaly_8jDnQe.jpg,0,Anomaly,0.795017519858122
Anomaly_8nox5C.jpg,0,Anomaly,0.8868338754555798
Anomaly_8oBpJx.jpg,0,Anomaly,0.8205555969446099
Anomaly_8oO9pU.jpg,0,Anomaly,0.7731213788642662
Anomaly_8sQe5x.jpg,0,Anomaly,0.7332141748282468
Anomaly_8UK8lB.jpg,0,Anomaly,0.6451288415345363
Anomaly_8Xo5zN.jpg,0,Anomaly,0.8409899752816089
Anomaly_91ZGwb.jpg,0,Anomaly,0.8451686643151554
Anomaly_99RbR9.jpg,0,Anomaly,0.651974878721389
Anomaly_9BhXVe.jpg,0,Anomaly,0.8586445316608072
Anomaly_9dMmk3.jpg,0,Anomaly,0.6877466149989242
Anomaly_9eBTTT.jpg,0,Anomaly,0.8543146358336616
