Image_Name,Cluster,Label_ssl,Confidence_Score
Anomaly_026vIf.jpg,0,Anomaly,0.8755369363326331
Anomaly_04y5Jo.jpg,0,Anomaly,0.8339017909015065
Anomaly_0935vO.jpg,0,Anomaly,0.8355458754502885
Anomaly_0BgYsO.jpg,0,Anomaly,0.836546221876291
Anomaly_0DoeNa.jpg,0,Anomaly,0.8342632886679187
Anomaly_0fQQ0i.jpg,0,Anomaly,0.8720244535404009
Anomaly_0iPNwU.jpg,0,Anomaly,0.8325093189217403
Anomaly_0JFNZp.jpg,0,Anomaly,0.8703192765057703
Anomaly_0NtKa1.jpg,0,Anomaly,0.8693428055768244
Anomaly_0nzdcY.jpg,0,Anomaly,0.8338056177641557
Anomaly_0pJs4w.jpg,0,Anomaly,0.8350552246483688
Anomaly_0pyARu.jpg,0,Anomaly,0.8364373736553741
Anomaly_0qOJsa.jpg,0,Anomaly,0.8717230434012093
Anomaly_0sCIx7.jpg,0,Anomaly,0.8343991923067688
Anomaly_0zDL02.jpg,0,Anomaly,0.8332870434332745
Anomaly_148dvR.jpg,0,Anomaly,0.8801770638388651
Anomaly_19PLvS.jpg,0,Anomaly,0.8802995104918678
Anomaly_19UJk8.jpg,0,Anomaly,0.8136909144301785
Anomaly_1bbpC9.jpg,0,Anomaly,0.8326542776382039
Anomaly_1BLLPp.jpg,0,Anomaly,0.8717081787203085
Anomaly_1bqM2U.jpg,0,Anomaly,0.8643827619461035
Anomaly_1GJaw2.jpg,0,Anomaly,0.8382071225984056
Anomaly_1P5uvK.jpg,0,Anomaly,0.8598036010862136
Anomaly_1pqz5E.jpg,0,Anomaly,0.8340500463426213
Anomaly_1qsKrs.jpg,0,Anomaly,0.8384580389801599
Anomaly_1SJqzd.jpg,0,Anomaly,0.8350296363392057
Anomaly_1TPBKp.jpg,0,Anomaly,0.8380877408811533
Anomaly_1uJgu1.jpg,0,Anomaly,0.8937568062707084
Anomaly_1Z0I6L.jpg,0,Anomaly,0.8347304598241152
Anomaly_20mNPr.jpg,0,Anomaly,0.8787566662626061
Anomaly_21Q9ye.jpg,0,Anomaly,0.8749237886285846
Anomaly_24UFXf.jpg,0,Anomaly,0.8355087502301404
Anomaly_2599Ic.jpg,0,Anomaly,0.8328201174311445
Anomaly_25PyDh.jpg,0,Anomaly,0.8304792795182665
Anomaly_2apnuV.jpg,0,Anomaly,0.8376502797370052
Anomaly_2FIvu3.jpg,0,Anomaly,0.8356393562684484
Anomaly_2GPii9.jpg,0,Anomaly,0.8347936733239468
Anomaly_2Hq9OS.jpg,0,Anomaly,0.8735270841366838
Anomaly_2j7jcT.jpg,0,Anomaly,0.8365330216134342
Anomaly_2n7d6W.jpg,0,Anomaly,0.8827103567041477
Anomaly_2nlhzd.jpg,0,Anomaly,0.81546260528332
Anomaly_2PAITj.jpg,0,Anomaly,0.880019252819825
Anomaly_2t1asz.jpg,0,Anomaly,0.8946159235210791
Anomaly_2VLJBp.jpg,0,Anomaly,0.8392692989840271
Anomaly_2wqBJ5.jpg,0,Anomaly,0.8633855602349053
Anomaly_2zqJou.jpg,0,Anomaly,0.8412761546222587
Anomaly_316zBI.jpg,0,Anomaly,0.883686798841774
Anomaly_37OaAx.jpg,0,Anomaly,0.8330940496990726
Anomaly_3F9tUm.jpg,0,Anomaly,0.8354687323587227
Anomaly_3fe2sv.jpg,0,Anomaly,0.8364199942838542
Anomaly_3HNpeO.jpg,0,Anomaly,0.8394493021239492
Anomaly_3IZMVY.jpg,0,Anomaly,0.8810424514401656
Anomaly_3jSKG3.jpg,0,Anomaly,0.8407672473311134
