Image_Name,Cluster,Label_ssl,Confidence_Score
Anomaly_05jnfA.jpg,0,Anomaly,0.9973943016481583
Anomaly_05lQSd.jpg,1,Normal,0.8358575964257835
Anomaly_05TTI8.jpg,0,Anomaly,0.9862202233507512
Anomaly_08K1St.jpg,1,Normal,0.8699465011204361
Anomaly_09pTiD.jpg,1,Normal,0.8061156596027876
Anomaly_0d6sgy.jpg,0,Anomaly,0.9918828723126535
Anomaly_0E8sZL.jpg,1,Normal,0.6898879982741429
Anomaly_0EF1LS.jpg,1,Normal,0.8394670496703409
Anomaly_0gk4H9.jpg,1,Normal,0.592653773015119
Anomaly_0K3MWA.jpg,0,Anomaly,0.9962591599154222
Anomaly_0l6CFE.jpg,1,Normal,0.8764632206626382
Anomaly_0lICaI.jpg,0,Anomaly,0.9905558381762858
Anomaly_0NaISq.jpg,1,Normal,0.8760502326159647
Anomaly_0nwXQ1.jpg,1,Normal,0.8495883217665432
Anomaly_0Oq8wh.jpg,0,Anomaly,0.9946078858753414
Anomaly_0pDrDS.jpg,0,Anomaly,0.9894442171465592
Anomaly_0qBl9a.jpg,0,Anomaly,0.9931966278888731
Anomaly_0QcyfF.jpg,0,Anomaly,0.9970796006526894
Anomaly_0RGpAH.jpg,1,Normal,0.5916782406449386
Anomaly_0rI3TV.jpg,1,Normal,0.6045287267745879
Anomaly_0sgE6v.jpg,1,Normal,0.8318359641064188
Anomaly_0sXsGc.jpg,0,Anomaly,0.989821332307562
Anomaly_0tuKpW.jpg,0,Anomaly,0.996515232814627
Anomaly_0u7d90.jpg,0,Anomaly,0.9897149017640872
Anomaly_0uSnBb.jpg,0,Anomaly,0.9925098024796621
Anomaly_0wpHR0.jpg,1,Normal,0.8074932908643829
Anomaly_0xQ698.jpg,0,Anomaly,0.9956973980457478
Anomaly_0zMnbt.jpg,1,Normal,0.6908944876178322
Anomaly_0zMpfI.jpg,1,Normal,0.8729797342230047
Anomaly_16LvY9.jpg,1,Normal,0.5923827700327922
Anomaly_17PS4m.jpg,1,Normal,0.6054515297576285
Anomaly_1alKs3.jpg,1,Normal,0.5920804291211317
Anomaly_1CVmx2.jpg,1,Normal,0.6077498887223767
Anomaly_1CwmJu.jpg,1,Normal,0.5908101757103043
Anomaly_1eCk4z.jpg,1,Normal,0.8763539789919526
Anomaly_1gnmV3.jpg,1,Normal,0.682286788503652
Anomaly_1hrHCM.jpg,0,Anomaly,0.994097914443354
Anomaly_1j2htf.jpg,1,Normal,0.5913950716334997
Anomaly_1k2Gxu.jpg,0,Anomaly,0.9957532314644837
Anomaly_1MutuC.jpg,0,Anomaly,0.9959368277601155
