Image_Name,Status,Timestamp
Anomaly_0UQx4e.jpg,Anomaly,27/06/2025 09:30:00
Anomaly_15GMm5.jpg,Anomaly,27/06/2025 09:32:29
Anomaly_16sMSO.jpg,Anomaly,27/06/2025 09:34:58
Anomaly_1syx7I.jpg,Anomaly,27/06/2025 10:43:28
Anomaly_1UcgYj.jpg,Anomaly,27/06/2025 10:45:57
Anomaly_1UMr7y.jpg,Anomaly,27/06/2025 10:48:27
Anomaly_22GiH4.jpg,Anomaly,27/06/2025 11:52:32
Anomaly_27KgQF.jpg,Anomaly,27/06/2025 11:55:02
Anomaly_2By5i1.jpg,Anomaly,27/06/2025 11:57:31
Anomaly_2rFbEi.jpg,Anomaly,27/06/2025 12:00:01
Anomaly_3b1Zby.jpg,Anomaly,27/06/2025 12:23:31
Anomaly_4MJCLv.jpg,Anomaly,27/06/2025 12:26:01
Anomaly_6aaSEH.jpg,Anomaly,27/06/2025 13:54:39
Anomaly_6KowwW.jpg,Anomaly,27/06/2025 13:57:09
Anomaly_79uued.jpg,Anomaly,27/06/2025 13:59:38
Anomaly_8yXg76.jpg,Anomaly,27/06/2025 17:51:09
Anomaly_9iYAUB.jpg,Anomaly,27/06/2025 17:53:39
Anomaly_9zQOGw.jpg,Anomaly,27/06/2025 17:56:08
Anomaly_aqVaXr.jpg,Anomaly,27/06/2025 17:58:38
Anomaly_ar6Hqp.jpg,Anomaly,27/06/2025 19:34:30
Anomaly_b03CAb.jpg,Anomaly,27/06/2025 19:37:00
Anomaly_BkT12v.jpg,Anomaly,27/06/2025 19:39:29
Anomaly_bmjcoP.jpg,Anomaly,28/06/2025 12:17:53
Anomaly_BWsFHs.jpg,Anomaly,28/06/2025 12:20:22
Anomaly_D0OchC.jpg,Anomaly,29/06/2025 12:57:00
Anomaly_d9FvQU.jpg,Anomaly,29/06/2025 12:59:29
Anomaly_DBgiN6.jpg,Anomaly,29/06/2025 13:01:59
Anomaly_DdMaav.jpg,Anomaly,29/06/2025 18:38:16
Anomaly_DhAD6Z.jpg,Anomaly,29/06/2025 18:40:45
Anomaly_dhCnPQ.jpg,Anomaly,29/06/2025 18:43:15
Anomaly_E5rNaT.jpg,Anomaly,29/06/2025 18:45:44
Anomaly_Eil3bd.jpg,Anomaly,29/06/2025 19:05:14
Anomaly_eNzFVN.jpg,Anomaly,29/06/2025 19:07:43
Anomaly_Fh5hff.jpg,Anomaly,29/06/2025 19:10:13
Anomaly_Frrric.jpg,Anomaly,29/06/2025 20:38:18
Anomaly_gclkuT.jpg,Anomaly,29/06/2025 20:40:48
Anomaly_ghP9S5.jpg,Anomaly,29/06/2025 20:43:17
Anomaly_GQiqvl.jpg,Anomaly,30/06/2025 10:54:08
Anomaly_gSMVea.jpg,Anomaly,30/06/2025 10:56:37
Anomaly_H2IhtC.jpg,Anomaly,30/06/2025 10:59:07
Anomaly_I6flhe.jpg,Anomaly,30/06/2025 11:01:36
Anomaly_IqVJz2.jpg,Anomaly,30/06/2025 11:04:06
Anomaly_JdKPjF.jpg,Anomaly,30/06/2025 11:06:35
Anomaly_jj1lCM.jpg,Anomaly,30/06/2025 11:09:04
Anomaly_JvYoLN.jpg,Anomaly,30/06/2025 13:44:14
Anomaly_jZKpQv.jpg,Anomaly,30/06/2025 13:46:43
Anomaly_kyNlm2.jpg,Anomaly,30/06/2025 13:49:13
Anomaly_l9RxBL.jpg,Anomaly,30/06/2025 14:59:24
Anomaly_LWcyDL.jpg,Anomaly,30/06/2025 15:01:54
Anomaly_ly6Diu.jpg,Anomaly,30/06/2025 15:04:23
Anomaly_mcWC7M.jpg,Anomaly,30/06/2025 15:06:53
Anomaly_Mm9hnK.jpg,Anomaly,30/06/2025 15:54:31
Anomaly_MPiUn1.jpg,Anomaly,30/06/2025 15:57:01
Anomaly_mQlxqo.jpg,Anomaly,30/06/2025 15:59:30
Anomaly_mTPYeZ.jpg,Anomaly,30/06/2025 18:05:07
Anomaly_N5pb65.jpg,Anomaly,30/06/2025 18:07:36
Anomaly_nCDeoL.jpg,Anomaly,30/06/2025 18:10:05
Anomaly_noS531.jpg,Anomaly,30/06/2025 18:12:35
Anomaly_P29aGL.jpg,Anomaly,30/06/2025 20:53:20
Anomaly_P6vTMg.jpg,Anomaly,30/06/2025 20:55:50
Anomaly_pFYUCi.jpg,Anomaly,30/06/2025 20:58:19
Anomaly_plNT1G.jpg,Anomaly,30/06/2025 21:35:48
